external_id;full_name;e_mail;mobile;pays;city;signup_at;status;consent_marketing;deleted_at;suppressed_until;brand_code;notes
CT-000052;Layla Bennani;layla.achieng.mar52@vg-eval.test;+212 643039263;MA;Agadir;2026-02-22T01:46:02Z;active;FALSE;;;MARRAKECH;
CT-000010;Salma Haddad;yassine.zahra.mar10@vg-eval.test;+212 661033810;MA;Tanger;2026-03-18T09:15:21Z;active;1;;;MARRAKECH;
CT-000428;Omar Elidrissi;victor.achieng.mar428@vg-eval.test;+212 653385364;MA;Meknes;2026-02-22T04:24:42Z;active;yes;;;MARRAKECH;
CT-000503;Omar Tazi;rachid.cheruiyot.kil23292@vg-eval.test;+212 656743065;MA;Fes;2026-01-25T02:48:28Z;active;yes;;;MARRAKECH;
CT-000761;Omar Tazi;caroline.odhiambo.mar761@vg-eval.test;+212 615813186;MA;Meknes;2026-03-29T10:02:09Z;active;TRUE;;;MARRAKECH;
CT-000329;Salma Bennani;simon.dlamini.mar329@vg-eval.test;+212 676275696;MA;Meknes;2026-02-11T04:18:13Z;active;TRUE;;;MARRAKECH;
CT-000535;Salma Haddad;joan.naidoo.mar535@vg-eval.test;+212 686712940;MA;Tanger;2026-04-08T07:05:18Z;active;no;;;MARRAKECH;
CT-000414;Salma Elidrissi;amina.wafula.mar414@vg-eval.test;+212 605536536;MA;Marrakech;2026-02-10T01:10:28Z;active;1;;;MARRAKECH;
CT-000561;Salma Tazi;lerato.benali.mar561@vg-eval.test;+212 663662690;MA;Tanger;2026-03-11T22:06:44Z;active;1;;;MARRAKECH;
CT-000915;Salma Elidrissi;victor.elidrissi.mar915@vg-eval.test;+212 606122594;MA;Marrakech;2026-01-22T09:29:46Z;active;1;;;MARRAKECH;
CT-000693;Rachid Haddad;thandi.elidrissi.mar693@vg-eval.test;+212 652831324;MA;Rabat;2026-02-23T06:16:48Z;active;TRUE;;;MARRAKECH;
CT-000520;Layla Benali;samuel.pretorius.mar520@vg-eval.test;+212 606864216;MA;Casablanca;2026-02-16T02:54:51Z;active;FALSE;;;MARRAKECH;
CT-000190;Fatima Elidrissi;faith.nkosi.mar190@vg-eval.test;+212 623849139;MA;Casablanca;2026-03-24T11:07:25Z;active;false;;;MARRAKECH;
CT-000184;Fatima Haddad;johan.kimani.mar184@vg-eval.test;+212 647615997;MA;Tanger;2026-03-07T06:11:53Z;active;true;;;MARRAKECH;
CT-000360;Youssef Elidrissi;samuel.kiptoo.mar360@vg-eval.test;+212 607683058;MA;Oujda;2026-04-11T10:34:42Z;active;no;;;MARRAKECH;
CT-000451;Layla Elidrissi;fatima.cheruiyot.kil25381@vg-eval.test;+212 692548819;MA;Casablanca;2026-02-16T22:46:02Z;active;true;;;MARRAKECH;
CT-000093;Youssef Zahra;layla.wanjiru.mar93@vg-eval.test;+212 667027478;MA;Fes;2026-03-04T13:18:29Z;active;TRUE;;;MARRAKECH;
CT-000752;Youssef Bennani;ruth.wanjiru.mar752@vg-eval.test;+212 609839659;MA;Marrakech;2026-04-08T17:11:52Z;active;FALSE;;;MARRAKECH;
CT-000374;Layla Elidrissi;lucy.alaoui.kil46552@vg-eval.test;+212 633877115;MA;Oujda;2026-02-12T23:46:38Z;active;FALSE;;;MARRAKECH;
CT-000334;Rachid Haddad;peter.nkosi.mar334@vg-eval.test;+212 633586709;MA;Oujda;2026-02-02T05:10:49Z;active;0;;;MARRAKECH;
CT-000233;Fatima Bennani;johan.mokoena.mar233@vg-eval.test;+212 693010979;MA;Meknes;2026-02-12T18:32:52Z;active;1;;;MARRAKECH;
CT-000061;Fatima Tazi;dennis.kimani.mar61@vg-eval.test;+212 691928121;MA;Oujda;2026-03-05T00:34:25Z;active;false;;;MARRAKECH;
CT-000667;Fatima Bennani;grace.berrada.mar667@vg-eval.test;+212 646623932;MA;Agadir;2026-01-18T20:01:02Z;active;true;;;MARRAKECH;
CT-000916;Salma Haddad;rose.naidoo.kil12234@vg-eval.test;+212 648224840;MA;Meknes;2026-02-17T15:38:09Z;active;false;;;MARRAKECH;
CT-000566;Salma Tazi;karim.zahra.mar566@vg-eval.test;+212 671463959;MA;Marrakech;2026-01-06T13:05:02Z;active;0;;;MARRAKECH;
CT-000500;Layla Elidrissi;samuel.wanjiru.mar500@vg-eval.test;+212 684330143;MA;Agadir;2026-01-27T02:37:48Z;active;yes;;;MARRAKECH;
CT-000376;Omar Benali;fatima.barasa.mar376@vg-eval.test;+212 603325050;MA;Meknes;2026-02-26T10:13:31Z;active;yes;;;MARRAKECH;
CT-000078;Omar Haddad;paul.haddad.mar78@vg-eval.test;+212 660403525;MA;Tanger;2026-02-14T02:15:49Z;active;no;;;MARRAKECH;
CT-000089;Youssef Haddad;sarah.okoth.mar89@vg-eval.test;+212 608199596;MA;Agadir;2026-03-27T08:02:55Z;active;Y;;;MARRAKECH;
CT-000716;Salma Bennani;samuel.odhiambo.mar716@vg-eval.test;+212 621700734;MA;Tanger;2026-03-27T15:17:48Z;active;TRUE;;;MARRAKECH;
CT-000046;Fatima Bennani;layla.haddad.mar46@vg-eval.test;+212 682145798;MA;Agadir;2026-03-17T20:41:26Z;active;false;;;MARRAKECH;
CT-000716;Salma Bennani;samuel.odhiambo.mar716@vg-eval.test;+212 621700734;MA;Tanger;2026-03-27T15:17:48Z;active;TRUE;;;MARRAKECH;
CT-000528;Youssef Zahra;michael.kamau.mar528@vg-eval.test;+212 628022746;MA;Meknes;2026-03-01T15:47:52Z;active;yes;;;MARRAKECH;
CT-000835;Rachid Tazi;brian.cheruiyot.mar835@vg-eval.test;+212 670415720;MA;Oujda;2026-02-05T11:16:57Z;active;FALSE;;;MARRAKECH;
CT-000106;Salma Tazi;layla.barasa.kil39214@vg-eval.test;+212 647664092;MA;Tanger;2026-01-02T21:06:10Z;active;FALSE;;;MARRAKECH;
CT-000439;Youssef Elidrissi;grace.kimani.kil1425@vg-eval.test;+212 644993636;MA;Marrakech;2026-01-19T01:30:44Z;active;Y;;;MARRAKECH;
CT-000059;Fatima Benali;diana.alaoui.mar59@vg-eval.test;+212 697432654;MA;Meknes;2026-03-03T18:30:30Z;active;Y;;;MARRAKECH;
CT-000574;Omar Elidrissi;daniel.dlamini.mar574@vg-eval.test;+212 611764609;MA;Agadir;2026-02-15T08:48:10Z;active;no;;;MARRAKECH;
CT-000780;Youssef Zahra;george.okoth.kil66556@vg-eval.test;+212 615446866;MA;Rabat;2026-03-15T01:23:01Z;active;FALSE;;;MARRAKECH;
CT-000161;Layla Zahra;diana.alaoui.mar161@vg-eval.test;+212 679525781;MA;Casablanca;2026-04-06T01:35:27Z;active;0;;;MARRAKECH;
CT-000678;Salma Tazi;amina.okoth.mar678@vg-eval.test;+212 694229916;MA;Rabat;2026-03-04T23:46:46Z;active;TRUE;;;MARRAKECH;
CT-000486;Salma Benali;brian.cheruiyot.kil19121@vg-eval.test;+212 695041660;MA;Meknes;2026-01-23T10:03:59Z;active;FALSE;;;MARRAKECH;
CT-000585;Layla Benali;mercy.njenga.mar585@vg-eval.test;+212 631963808;MA;Marrakech;2026-02-28T13:29:26Z;active;true;;;MARRAKECH;
CT-000338;Rachid Bennani;peter.tazi.mar338@vg-eval.test;+212 616586521;MA;Casablanca;2026-03-14T01:02:24Z;active;true;;;MARRAKECH;
CT-000475;Rachid Zahra;nomsa.benali.kil74080@vg-eval.test;+212 623937674;MA;Oujda;2026-02-04T16:31:23Z;active;FALSE;;;MARRAKECH;
CT-000204;Youssef Haddad;fatima.haddad.mar204@vg-eval.test;+212 626957073;MA;Tanger;2026-03-17T11:49:25Z;active;0;;;MARRAKECH;
CT-000911;Youssef Tazi;alice.mwangi.mar911@vg-eval.test;+212 694607565;MA;Rabat;2026-01-04T07:02:01Z;active;no;;;MARRAKECH;
CT-000118;Omar Tazi;nancy.wafula.mar118@vg-eval.test;+212 689528962;MA;Fes;2026-01-07T15:05:12Z;active;false;;;MARRAKECH;
CT-000656;Youssef Zahra;james.naidoo.kil2473@vg-eval.test;+212 649669881;MA;Meknes;2026-01-20T05:39:45Z;active;yes;;;MARRAKECH;
CT-000710;Rachid Bennani;caroline.tazi.mar710@vg-eval.test;+212 609942637;MA;Marrakech;2026-01-30T01:58:18Z;active;1;;;MARRAKECH;
CT-000897;Omar Benali;john.njenga.mar897@vg-eval.test;+212 641889187;MA;Casablanca;2026-03-26T20:29:39Z;active;Y;;;MARRAKECH;
CT-000567;Rachid Elidrissi;FAITH.OKOTH.MAR567@VG-EVAL.TEST;+212 684694930;MA;Casablanca;2026-04-16T08:38:53Z;active;0;;;MARRAKECH;
CT-000498;Layla Bennani;david.kamau.mar498@vg-eval.test;+212 609081659;MA;Meknes;2026-03-15T20:51:11Z;active;f;;;MARRAKECH;
CT-000840;Youssef Tazi;omar.cheruiyot.kil52303@vg-eval.test;+212 638027112;MA;Meknes;2026-02-07T02:20:42Z;active;Y;;;MARRAKECH;
CT-000112;Layla Zahra;johan.kimani.mar112@vg-eval.test;+212 676190016;MA;Rabat;2026-02-08T18:33:22Z;active;f;;;MARRAKECH;
CT-000582;Omar Bennani;diana.mwangi.kil34816@vg-eval.test;+212 680117695;MA;Oujda;2026-02-15T20:26:17Z;active;yes;;;MARRAKECH;
CT-000755;Omar Elidrissi;amina.mokoena.mar755@vg-eval.test;+212 692413493;MA;Rabat;2026-03-15T18:36:00Z;active;1;;;MARRAKECH;
CT-000833;Salma Tazi;daniel.mwangi.kil40867@vg-eval.test;+212 612444373;MA;Rabat;2026-02-21T07:14:26Z;active;1;;;MARRAKECH;
CT-000852;Salma Bennani;pieter.naidoo.mar852@vg-eval.test;+212 634637949;MA;Casablanca;2026-01-14T13:56:51Z;active;false;;;MARRAKECH;
CT-000813;Rachid Elidrissi;esther.pretorius.mar813@vg-eval.test;+212 638428813;MA;Marrakech;2026-02-23T16:40:21Z;active;Y;;;MARRAKECH;
CT-000037;Salma Elidrissi;caroline.njenga.mar37@vg-eval.test;+212 616014777;MA;Tanger;2026-04-15T06:43:59Z;active;yes;;;MARRAKECH;
CT-000599;Youssef Haddad;grace.elidrissi.kil25997@vg-eval.test;+212 672647413;MA;Agadir;2026-03-15T02:54:51Z;active;Y;;;MARRAKECH;
CT-000727;Fatima Benali;pieter.njenga.mar727@vg-eval.test;+212 656329468;MA;Marrakech;2026-04-07T03:25:55Z;active;Y;;;MARRAKECH;
CT-000578;Rachid Elidrissi;rachid.bennani.mar578@vg-eval.test;+212 685741124;MA;Fes;2026-02-20T17:41:03Z;active;TRUE;;;MARRAKECH;
CT-000604;Omar Bennani;fatima.wafula.kil52551@vg-eval.test;+212 614041538;MA;Meknes;2026-01-20T15:25:19Z;active;1;;;MARRAKECH;
CT-000260;Rachid Tazi;simon.okoth.kil10703@vg-eval.test;+212 625121072;MA;Fes;2026-01-08T12:04:52Z;active;Y;;;MARRAKECH;
CT-000873;Salma Benali;rose.njenga.kil47063@vg-eval.test;+212 668852122;MA;Meknes;2026-01-27T22:58:23Z;active;1;;;MARRAKECH;
CT-000791;Layla Benali;peter.elidrissi.kil22199@vg-eval.test;+212 632696679;MA;Marrakech;2026-01-03T05:14:26Z;active;false;;;MARRAKECH;
CT-000553;Youssef Elidrissi;sarah.elidrissi.mar553@vg-eval.test;+212 668071779;MA;Casablanca;2026-02-12T19:09:48Z;active;0;;;MARRAKECH;
CT-000708;Rachid Benali;john.odhiambo.mar708@vg-eval.test;+212 639814981;MA;Marrakech;2026-03-14T10:19:30Z;active;yes;;;MARRAKECH;
CT-000563;Salma Bennani;salma.fassi.mar563@vg-eval.test;+212 639855847;MA;Oujda;2026-03-31T20:12:31Z;active;no;;;MARRAKECH;
CT-000380;Fatima Benali;simon.zahra.mar380@vg-eval.test;+212 638129271;MA;Fes;2026-02-16T22:01:29Z;active;true;;;MARRAKECH;
CT-000396;Fatima Tazi;george.mokoena.mar396@vg-eval.test;+212 642159625;MA;Rabat;2026-02-23T05:42:23Z;active;true;;;MARRAKECH;
CT-000198;Rachid Elidrissi;sarah.bennani.mar198@vg-eval.test;+212 639405787;MA;Meknes;2026-03-19T16:13:16Z;active;TRUE;;;MARRAKECH;
CT-000777;Rachid Elidrissi;fatima.njoroge.mar777@vg-eval.test;+212 641808282;MA;Tanger;2026-02-05T12:19:47Z;active;false;;;MARRAKECH;
CT-000741;Rachid Elidrissi;nancy.achieng.mar741@vg-eval.test;+212 682942795;MA;Tanger;2026-02-07T14:30:07Z;active;0;;;MARRAKECH;
CT-000072;Youssef Elidrissi;karim.haddad.mar72@vg-eval.test;+212 661181396;MA;Casablanca;2026-01-09T14:03:44Z;active;false;;;MARRAKECH;
CT-000102;Fatima Elidrissi;isaac.barasa.mar102@vg-eval.test;+212 637493654;MA;Marrakech;2026-04-13T14:12:22Z;active;f;;;MARRAKECH;
CT-000304;Youssef Benali;peter.alaoui.mar304@vg-eval.test;+212 636243729;MA;Marrakech;2026-01-11T04:29:08Z;active;0;;;MARRAKECH;
CT-000423;Rachid Zahra;nancy.wafula.mar423@vg-eval.test;+212 636408746;MA;Tanger;2026-04-01T15:00:09Z;active;Y;;;MARRAKECH;
CT-000377;Fatima Benali;ann.mwangi.mar377@vg-eval.test;+212 646933533;MA;Meknes;2026-01-17T06:17:12Z;active;FALSE;;;MARRAKECH;
CT-000254;Rachid Zahra;victor.njenga.mar254@vg-eval.test;+212 612974741;MA;Meknes;2026-03-14T21:27:55Z;active;f;;;MARRAKECH;
CT-000401;Youssef Zahra;rose.fassi.mar401@vg-eval.test;+212 606034706;MA;Meknes;2026-03-01T14:22:55Z;active;Y;;;MARRAKECH;
CT-000064;Fatima Haddad;rose.kiptoo.mar64@vg-eval.test;+212 605136309;MA;Meknes;2026-03-29T13:45:47Z;active;0;;;MARRAKECH;
CT-000411;Salma Haddad;layla.zahra.mar411@vg-eval.test;+212 679365687;MA;Oujda;2026-01-13T06:48:17Z;active;TRUE;;;MARRAKECH;
CT-000021;Omar Bennani;yassine.benali@vg-eval.test;+212 653646139;MA;Meknes;2026-03-28T06:48:09Z;active;FALSE;;;MARRAKECH;
CT-000137;Youssef Elidrissi;james.fassi.mar137@vg-eval.test;+212 677145167;MA;Oujda;2026-01-17T16:12:46Z;active;false;;;MARRAKECH;
CT-000804;Youssef Zahra;fatima.kiptoo.mar804@vg-eval.test;+212 607432623;MA;Rabat;2026-04-12T08:04:26Z;active;Y;;;MARRAKECH;
CT-000550;Salma Bennani;nancy.nkosi.mar550@vg-eval.test;+212 611457505;MA;Oujda;2026-01-20T06:30:19Z;active;false;;;MARRAKECH;
CT-000144;Fatima Tazi;brian.odhiambo.mar144@vg-eval.test;+212 615406789;MA;Casablanca;2026-04-12T06:25:46Z;active;yes;;;MARRAKECH;
CT-000086;Layla Benali;john.berrada.kil71355@vg-eval.test;+212 661883455;MA;Fes;2026-02-01T23:36:51Z;active;f;;;MARRAKECH;
CT-000126;Youssef Bennani;paul.kimani.mar126@vg-eval.test;+212 648720590;MA;Agadir;2026-01-23T00:05:54Z;active;Y;;;MARRAKECH;
CT-000336;Layla Zahra;sarah.kimani.mar336@vg-eval.test;+212 620456110;MA;Marrakech;2026-02-19T05:56:41Z;active;no;;;MARRAKECH;
CT-000273;Omar Benali;fatima.kimani.mar273@vg-eval.test;+212 605437293;MA;Meknes;2026-03-10T15:57:38Z;active;f;;;MARRAKECH;
CT-000575;Fatima Elidrissi;salma.tazi.mar575@vg-eval.test;+212 676225092;MA;Rabat;2026-01-05T09:01:58Z;active;FALSE;;;MARRAKECH;
CT-000026;Rachid Haddad;ann.wafula.mar26@vg-eval.test;+212 693507089;MA;Fes;2026-03-25T10:42:52Z;active;TRUE;;;MARRAKECH;
CT-000540;Fatima Benali;daniel.zahra.mar540@vg-eval.test;+212 688430653;MA;Marrakech;2026-04-12T00:15:25Z;active;yes;;;MARRAKECH;
CT-000191;Youssef Benali;joan.barasa.mar191@vg-eval.test;+212 616864375;MA;Marrakech;2026-01-30T04:39:42Z;active;no;;;MARRAKECH;
CT-000301;Omar Tazi;paul.bennani.mar301@vg-eval.test;+212 633574022;MA;Marrakech;2026-03-08T15:52:38Z;active;FALSE;;;MARRAKECH;
CT-000004;Omar Bennani;thandi.wanjiru.mar4@vg-eval.test;+212 683047727;MA;Oujda;2026-01-30T08:12:16Z;active;TRUE;;;MARRAKECH;
CT-000243;Rachid Zahra;nancy.odhiambo.kil16674@vg-eval.test;+212 641549523;MA;Casablanca;2026-04-09T07:40:51Z;active;yes;;;MARRAKECH;
CT-000378;Layla Tazi;simon.tazi.kil75255@vg-eval.test;+212 625560241;MA;Tanger;2026-03-08T11:24:36Z;active;TRUE;;;MARRAKECH;
CT-000527;Youssef Haddad;amina.vermeulen.kil11922@vg-eval.test;+212 673143535;MA;Fes;2026-01-19T23:30:43Z;active;0;;;MARRAKECH;
CT-000364;Salma Bennani;mercy.zahra.mar364@vg-eval.test;+212 651445478;MA;Rabat;2026-01-08T03:51:21Z;active;1;;;MARRAKECH;
CT-000806;Salma Haddad;sipho.nkosi.kil55989@vg-eval.test;+212 687577220;MA;Fes;2026-03-28T15:56:07Z;active;Y;;;MARRAKECH;
CT-000638;Rachid Haddad;rose.cheruiyot.mar638@vg-eval.test;+212 623574972;MA;Casablanca;2026-02-22T16:01:50Z;active;Y;;;MARRAKECH;
CT-000172;Youssef Zahra;simon.pretorius.mar172@vg-eval.test;+212 641046386;MA;Fes;2026-02-15T21:36:28Z;active;yes;;;MARRAKECH;
CT-000793;Youssef Tazi;sipho.odhiambo.mar793@vg-eval.test;+212 624307093;MA;Rabat;2026-02-04T20:07:11Z;active;no;;;MARRAKECH;
CT-000162;Omar Bennani;zanele.elidrissi.kil26503@vg-eval.test;+212 664678319;MA;Marrakech;2026-01-01T10:10:31Z;active;1;;;MARRAKECH;
CT-000817;Fatima Zahra;mercy.benali.kil62086@vg-eval.test;+212 670539622;MA;Rabat;2026-02-11T06:35:43Z;active;yes;;;MARRAKECH;
CT-000110;Salma Bennani;sipho.otieno.mar110@vg-eval.test;+212 666721496;MA;Oujda;2026-01-15T23:03:58Z;active;yes;;;MARRAKECH;
CT-000008;Youssef Benali;john.barasa.mar8@vg-eval.test;+212 661998993;MA;Marrakech;2026-02-19T16:00:56Z;active;f;;;MARRAKECH;
CT-000031;Salma Bennani;fatima.zahra@vg-eval.test;+212 605248324;MA;Rabat;2026-02-07T06:42:25Z;active;Y;;;MARRAKECH;
CT-000628;Salma Elidrissi;daniel.mutua.mar628@vg-eval.test;+212 629297647;MA;Marrakech;2026-01-24T00:31:48Z;active;0;;;MARRAKECH;
CT-000545;Layla Zahra;dennis.naidoo.mar545@vg-eval.test;+212 618991886;MA;Casablanca;2026-04-16T06:54:24Z;active;1;;;MARRAKECH;
CT-000654;Omar Benali;dennis.odhiambo.kil33828@vg-eval.test;+212 696313102;MA;Casablanca;2026-03-06T09:53:34Z;active;TRUE;;;MARRAKECH;
CT-000372;Rachid Zahra;ann.haddad.kil48825@vg-eval.test;+212 668737798;MA;Agadir;2026-01-21T02:10:18Z;active;f;;;MARRAKECH;
CT-000643;Rachid Elidrissi;salma.otieno.mar643@vg-eval.test;+212 674499065;MA;Meknes;2026-01-02T20:12:32Z;active;0;;;MARRAKECH;
CT-000747;Salma Haddad;caroline.haddad.kil55172@vg-eval.test;+212 632793065;MA;Marrakech;2026-03-29T01:49:15Z;active;0;;;MARRAKECH;
CT-000774;Salma Tazi;david.fassi.mar774@vg-eval.test;+212 632607329;MA;Meknes;2026-01-25T17:04:23Z;active;false;;;MARRAKECH;
CT-000397;Layla Zahra;brian.berrada.mar397@vg-eval.test;+212 674468292;MA;Oujda;2026-01-05T12:49:59Z;active;yes;;;MARRAKECH;
CT-000635;Omar Haddad;amina.kimani.kil36202@vg-eval.test;+212 646864575;MA;Meknes;2026-03-01T12:52:10Z;active;no;;;MARRAKECH;
CT-000070;Rachid Benali;fatima.njenga.mar70@vg-eval.test;+212 636096078;MA;Oujda;2026-02-18T16:09:58Z;active;FALSE;;;MARRAKECH;
CT-000063;Rachid Tazi;grace.odhiambo.mar63@vg-eval.test;+212 670181552;MA;Agadir;2026-03-25T21:54:34Z;active;false;;;MARRAKECH;
CT-000145;Fatima Tazi;george.tazi.mar145@vg-eval.test;+212 680599237;MA;Oujda;2026-02-14T20:52:40Z;active;true;;;MARRAKECH;
CT-000082;Fatima Tazi;fatima.vermeulen.mar82@vg-eval.test;+212 659855853;MA;Meknes;2026-03-30T06:45:34Z;active;Y;;;MARRAKECH;
CT-000881;Omar Bennani;samuel.okoth.kil53075@vg-eval.test;+212 648409326;MA;Oujda;2026-01-08T22:50:06Z;active;no;;;MARRAKECH;
CT-000534;Rachid Bennani;sarah.barasa.mar534@vg-eval.test;+212 636861650;MA;Meknes;2026-03-22T01:40:11Z;active;FALSE;;;MARRAKECH;
CT-000001;Layla Haddad;zanele.wafula.mar1@vg-eval.test;+212 642613427;MA;Marrakech;2026-02-10T18:04:25Z;active;Y;;;MARRAKECH;
CT-000393;Omar Tazi;victor.achieng.mar393@vg-eval.test;+212 692100298;MA;Rabat;2026-03-04T10:10:08Z;active;Y;;;MARRAKECH;
CT-000489;Layla Benali;pieter.otieno.mar489@vg-eval.test;+212 633906242;MA;Rabat;2026-04-06T04:50:15Z;active;yes;;;MARRAKECH;
CT-000866;Omar Benali;sarah.nkosi.mar866@vg-eval.test;+212 693662250;MA;Marrakech;2026-02-15T10:44:53Z;active;FALSE;;;MARRAKECH;
CT-000330;Fatima Elidrissi;peter.kiptoo.mar330@vg-eval.test;+212 662640399;MA;Casablanca;2026-02-23T06:59:01Z;active;yes;;;MARRAKECH;
CT-000173;Omar Tazi;sarah.kimani.mar173@vg-eval.test;+212 675631298;MA;Meknes;2026-03-05T02:05:07Z;active;TRUE;;;MARRAKECH;
CT-000453;Layla Bennani;yassine.achieng.kil1533@vg-eval.test;+212 612994283;MA;Agadir;2026-02-16T05:16:48Z;active;FALSE;;;MARRAKECH;
CT-000020;Youssef Bennani;nancy.pretorius.mar20@vg-eval.test;+212 658432368;MA;Rabat;2026-03-10T15:41:23Z;active;0;;;MARRAKECH;
CT-000577;Rachid Elidrissi;mercy.mutua.kil17828@vg-eval.test;+212 691429132;MA;Marrakech;2026-01-19T18:45:55Z;active;false;;;MARRAKECH;
CT-000450;Fatima Bennani;rachid.kiptoo.kil40880@vg-eval.test;+212 617476563;MA;Marrakech;2026-02-06T09:49:32Z;active;false;;;MARRAKECH;
CT-000639;Rachid Elidrissi;john.odhiambo.mar639@vg-eval.test;+212 684274980;MA;Meknes;2026-03-26T11:30:38Z;active;0;;;MARRAKECH;
CT-000558;Omar Bennani;simon.cheruiyot.mar558@vg-eval.test;+212 663896675;MA;Tanger;2026-04-12T20:21:09Z;active;true;;;MARRAKECH;
CT-000899;Rachid Haddad;simon.kimani.mar899@vg-eval.test;+212 675332305;MA;Tanger;2026-01-09T18:00:26Z;active;f;;;MARRAKECH;
CT-000740;Youssef Bennani;rachid.elidrissi.mar740@vg-eval.test;+212 601437052;MA;Agadir;2026-04-10T23:01:13Z;active;f;;;MARRAKECH;
CT-000199;Omar Benali;grace.kamau.mar199@vg-eval.test;+212 614094335;MA;Tanger;2026-02-14T10:45:52Z;active;0;;;MARRAKECH;
CT-000531;Fatima Zahra;michael.mokoena.mar531@vg-eval.test;+212 641805586;MA;Marrakech;2026-04-02T20:14:37Z;active;false;;;MARRAKECH;
CT-000482;Fatima Bennani;mary.okoth.mar482@vg-eval.test;+212 645936504;MA;Oujda;2026-04-04T11:02:15Z;active;no;;;MARRAKECH;
CT-000842;Omar Tazi;johan.barasa.mar842@vg-eval.test;+212 618356408;MA;Marrakech;2026-04-02T14:58:43Z;active;TRUE;;;MARRAKECH;
CT-000049;Layla Zahra;amina.dlamini.kil5874@vg-eval.test;+212 608186296;MA;Tanger;2026-02-17T05:46:49Z;active;TRUE;;;MARRAKECH;
CT-000586;Rachid Elidrissi;yassine.dlamini.mar586@vg-eval.test;+212 663973481;MA;Casablanca;2026-02-15T02:13:10Z;active;yes;;;MARRAKECH;
CT-000402;Rachid Benali;mary.njenga.mar402@vg-eval.test;+212 642873037;MA;Casablanca;2026-02-06T06:59:10Z;active;1;;;MARRAKECH;
CT-000147;Omar Tazi;michael.kiptoo.mar147@vg-eval.test;+212 686615870;MA;Rabat;2026-01-22T21:57:05Z;active;f;;;MARRAKECH;
CT-000419;Youssef Benali;yassine.otieno.kil14340@vg-eval.test;+212 644425869;MA;Rabat;2026-04-05T19:32:14Z;active;no;;;MARRAKECH;
CT-000135;Salma Zahra;diana.alaoui.kil57343@vg-eval.test;+212 614479152;MA;Meknes;2026-02-22T22:49:25Z;active;false;;;MARRAKECH;
CT-000383;Fatima Bennani;simon.odhiambo.mar383@vg-eval.test;+212 603800806;MA;Rabat;2026-01-12T02:51:10Z;active;FALSE;;;MARRAKECH;
CT-000526;Salma Tazi;thandi.tazi.mar526@vg-eval.test;+212 626214889;MA;Oujda;2026-01-10T17:30:32Z;active;1;;;MARRAKECH;
CT-000542;Youssef Haddad;john.pretorius.mar542@vg-eval.test;+212 646428120;MA;Oujda;2026-02-07T00:28:58Z;active;f;;;MARRAKECH;
CT-000050;Salma Haddad;joan.okoth.kil45505@vg-eval.test;+212 684737121;MA;Casablanca;2026-03-09T10:14:06Z;active;Y;;;MARRAKECH;
CT-000510;Salma Tazi;james.alaoui.mar510@vg-eval.test;+212 641670224;MA;Casablanca;2026-04-09T04:18:47Z;active;true;;;MARRAKECH;
CT-000844;Rachid Benali;ruth.vermeulen.kil7482@vg-eval.test;+212 648925650;MA;Fes;2026-02-05T23:30:03Z;active;1;;;MARRAKECH;
CT-000117;Salma Bennani;rachid.mwangi.mar117@vg-eval.test;+212 687935343;MA;Casablanca;2026-02-26T12:27:58Z;active;1;;;MARRAKECH;
CT-000142;Youssef Elidrissi;isaac.bennani.mar142@vg-eval.test;+212 637472921;MA;Marrakech;2026-01-16T06:10:14Z;active;false;;;MARRAKECH;
CT-000433;Rachid Tazi;michael.mutua.mar433@vg-eval.test;+212 661675173;MA;Oujda;2026-01-22T10:10:17Z;active;f;;;MARRAKECH;
CT-000865;Salma Benali;caroline.haddad.mar865@vg-eval.test;+212 657561830;MA;Rabat;2026-02-28T03:00:35Z;active;yes;;;MARRAKECH;
CT-000519;Salma Elidrissi;sipho.wafula.mar519@vg-eval.test;+212 667886244;MA;Rabat;2026-03-10T13:13:59Z;active;Y;;;MARRAKECH;
CT-000379;Youssef Elidrissi;zanele.berrada.mar379@vg-eval.test;+212 642221894;MA;Fes;2026-02-11T18:14:45Z;active;FALSE;;;MARRAKECH;
CT-000868;Layla Benali;kevin.otieno.mar868@vg-eval.test;+212 662204309;MA;Oujda;2026-01-07T01:38:38Z;active;Y;;;MARRAKECH;
CT-000491;Fatima Zahra;omar.barasa.mar491@vg-eval.test;+212 601476610;MA;Meknes;2026-02-28T02:07:15Z;active;FALSE;;;MARRAKECH;
CT-000483;Salma Benali;simon.vermeulen.mar483@vg-eval.test;+212 638372643;MA;Meknes;2026-03-28T03:34:40Z;active;Y;;;MARRAKECH;
CT-000312;Youssef Benali;james.haddad.kil56893@vg-eval.test;+212 680006056;MA;Meknes;2026-04-09T04:18:50Z;active;false;;;MARRAKECH;
CT-000100;Youssef Benali;sipho.njenga.mar100@vg-eval.test;+212 636072154;MA;Meknes;2026-03-05T05:52:15Z;active;Y;;;MARRAKECH;
CT-000597;Omar Benali;samuel.tazi.kil66601@vg-eval.test;+212 646641592;MA;Rabat;2026-02-09T10:52:01Z;active;yes;;;MARRAKECH;
CT-000257;Omar Benali;pieter.naidoo.kil28635@vg-eval.test;+212 652240013;MA;Meknes;2026-02-22T08:33:57Z;active;FALSE;;;MARRAKECH;
