Full Name,Email,External Id,Phone,Country,Status,City,Signup At,Consent Marketing,Brand Code,Deleted At,Suppressed Until,Notes
Ann Mutua,peter.pretorius.kar1931@vg-eval.test,CT-001931,+254 728 857 972,ZA,active,Cape Town,2026-01-03T03:37:40Z,false,KAROO,,,
Paul Njenga,simon.berrada.kar6681@vg-eval.test,CT-006681,0702910095,ZA,active,Johannesburg,2026-03-30T20:38:14Z,FALSE,KAROO,,,
Caroline Barasa,lucy.berrada.kar2861@vg-eval.test,CT-002861,0738780033,ZA,active,Durban,2026-01-30T23:48:47Z,TRUE,KAROO,,,
Pieter Bennani,mercy.kimani.kar1327@vg-eval.test,CT-001327,+254 727 906 253,ZA,active,Polokwane,2026-03-30T14:15:27Z,no,KAROO,,,
Alice Mokoena,nomsa.mwangi.kil26059@vg-eval.test,CT-007666,025730737267,ZA,active,Pretoria,2026-01-17T19:27:13Z,0,KAROO,,,
Joan Dlamini,brian.otieno.kar8358@vg-eval.test,CT-008358,025736487305,ZA,active,Polokwane,2026-01-07T16:10:13Z,false,KAROO,,,
Isaac Njenga,michael.achieng.kar1689@vg-eval.test,CT-001689,0722031297,ZA,active,Cape Town,2026-01-05T03:52:25Z,false,KAROO,,,
Layla Alaoui,fatima.fassi.kil19575@vg-eval.test,CT-000435,+254 727 584 054,ZA,active,Polokwane,2026-01-28T23:04:10Z,yes,KAROO,,,
Grace Vermeulen,rachid.fassi.kil20357@vg-eval.test,CT-008856,254-707-964354,ZA,active,Durban,2026-01-14T06:52:57Z,1,KAROO,,,
Dennis Achieng,salma.naidoo.kar8498@vg-eval.test,CT-008498,025721839222,ZA,active,Johannesburg,2026-02-27T13:18:28Z,1,KAROO,,,
Amina Odhiambo,david.otieno.kar10618@vg-eval.test,CT-010618,025727965536,ZA,active,East London,2026-02-25T03:18:22Z,Y,KAROO,,,
Rose Nkosi,james.dlamini.kil51240@vg-eval.test,CT-003025,0727264137,ZA,active,Polokwane,2026-03-15T00:09:53Z,1,KAROO,,,
Ann Elidrissi,paul.alaoui.kar470@vg-eval.test,CT-000470,025715669468,ZA,active,Cape Town,2026-04-04T17:02:10Z,Y,KAROO,,,
James Odhiambo,daniel.barasa.kar107@vg-eval.test,CT-000107,+254 719 103 984,ZA,active,East London,2026-01-23T18:37:54Z,0,KAROO,,,
Michael Vermeulen,joan.odhiambo.kar9194@vg-eval.test,CT-009194,025719725577,ZA,active,Pretoria,2026-01-26T12:12:59Z,f,KAROO,,,
Simon Elidrissi,mary.haddad.kar208@vg-eval.test,CT-000208,254-729-568342,ZA,active,Johannesburg,2026-03-21T08:09:25Z,Y,KAROO,,,
Omar Elidrissi,rose.benali.kar12385@vg-eval.test,CT-012385,0705183804,ZA,active,Gqeberha,2026-04-04T22:11:07Z,f,KAROO,,,
Victor Njenga,george.wanjiru.kar10649@vg-eval.test,CT-010649,0729337509,ZA,active,Bloemfontein,2026-01-23T21:13:20Z,TRUE,KAROO,,,
Omar Okoth,yassine.mokoena.kar2105@vg-eval.test,CT-002105,0707813379,ZA,active,Gqeberha,2026-04-01T13:24:14Z,f,KAROO,,,
Simon Kamau,nancy.benali.kar1857@vg-eval.test,CT-001857,0708463886,ZA,active,Cape Town,2026-03-15T18:53:34Z,FALSE,KAROO,,,
Paul Mwangi,nomsa.zahra.kil22324@vg-eval.test,CT-004626,025707801982,ZA,active,Durban,2026-03-09T05:07:43Z,true,KAROO,,,
Johan Barasa,johan.otieno.kil67580@vg-eval.test,CT-004373,0712075580,ZA,active,Pretoria,2026-02-14T15:31:21Z,1,KAROO,,,
Victor Zahra,caroline.njoroge.kar5942@vg-eval.test,CT-005942,025724425123,ZA,active,Durban,2026-02-05T07:12:48Z,true,KAROO,,,
Mercy Naidoo,rose.elidrissi.kar8548@vg-eval.test,CT-008548,254-734-044975,ZA,active,Gqeberha,2026-04-10T01:13:02Z,0,KAROO,,,
Peter Nkosi,esther.wafula.kar8172@vg-eval.test,CT-008172,254-713-343667,ZA,active,Pretoria,2026-02-21T13:28:16Z,TRUE,KAROO,,,
Daniel Naidoo,john.zahra.kar11382@vg-eval.test,CT-011382,025732707347,ZA,active,Cape Town,2026-02-18T03:53:20Z,yes,KAROO,,,
Johan Kimani,george.alaoui.kar1473@vg-eval.test,CT-001473,0707048808,ZA,active,Gqeberha,2026-03-17T01:23:09Z,true,KAROO,,,
Amina Benali,ruth.alaoui.kar9216@vg-eval.test,CT-009216,254-736-569444,ZA,active,Pretoria,2026-01-09T20:38:11Z,false,KAROO,,,
Karim Kiptoo,sarah.njenga.kar847@vg-eval.test,CT-000847,+254 723 447 919,ZA,active,Polokwane,2026-03-24T04:31:43Z,true,KAROO,,,
Faith Okoth,fatima.alaoui.kar7765@vg-eval.test,CT-007765,0738535467,ZA,active,Bloemfontein,2026-01-21T12:47:29Z,f,KAROO,,,
Rachid Nkosi,paul.nkosi.kar10186@vg-eval.test,CT-010186,025710181783,ZA,unsubscribed,Bloemfontein,2026-01-29T01:34:13Z,Y,KAROO,,,
Simon Tazi,amina.tazi.kar4383@vg-eval.test,CT-004383,+254 733 884 875,ZA,active,Polokwane,2026-04-05T17:33:58Z,true,KAROO,,,
Paul Wanjiru,george.cheruiyot.kar10428@vg-eval.test,CT-010428,254-723-624060,ZA,unsubscribed,Pretoria,2026-03-04T17:59:44Z,TRUE,KAROO,,,
Omar Njenga,thandi.okoth.kar1117@vg-eval.test,CT-001117,0721996989,ZA,active,Pretoria,2026-03-04T15:23:04Z,TRUE,KAROO,,,
Simon Barasa,diana.njenga.kar3198@vg-eval.test,CT-003198,025721286866,ZA,active,Gqeberha,2026-01-22T16:19:08Z,Y,KAROO,,,
Lerato Kiptoo,john.njoroge.kar11095@vg-eval.test,CT-011095,+254 708 798 416,ZA,active,East London,2026-03-07T08:43:48Z,TRUE,KAROO,,,
Joan Odhiambo,diana.bennani.kar6224@vg-eval.test,CT-006224,254-724-036181,ZA,active,Johannesburg,2026-03-01T21:24:47Z,false,KAROO,,,
Yassine Wafula,esther.tazi.kar9868@vg-eval.test,CT-009868,254-722-419459,ZA,active,Pretoria,2026-03-23T06:15:57Z,0,KAROO,,,
Ann Wafula,rose.mwangi.kar10438@vg-eval.test,CT-010438,025710169471,ZA,unsubscribed,Johannesburg,2026-04-15T04:58:54Z,true,KAROO,,,
Michael Kiptoo,paul.wanjiru.kar263@vg-eval.test,CT-000263,+254 719 416 446,ZA,active,Cape Town,2026-01-19T15:22:17Z,1,KAROO,,,
Dennis Alaoui,daniel.kimani.kar10068@vg-eval.test,CT-010068,254-735-978841,ZA,active,Johannesburg,2026-01-21T09:41:06Z,yes,KAROO,,,
Rose Achieng,lerato.mutua.kar9795@vg-eval.test,CT-009795,+254 704 352 495,ZA,unsubscribed,East London,2026-01-18T15:42:15Z,Y,KAROO,,,
Amina Odhiambo,rachid.naidoo.kar2063@vg-eval.test,CT-002063,+254 727 769 976,ZA,active,Gqeberha,2026-01-31T08:15:57Z,1,KAROO,,,
Nomsa Otieno,michael.cheruiyot.kar7639@vg-eval.test,CT-007639,+254 716 421 007,ZA,active,Polokwane,2026-01-27T02:31:09Z,1,KAROO,,,
Omar Vermeulen,alice.nkosi.kar5369@vg-eval.test,CT-005369,0707633521,ZA,active,Gqeberha,2026-02-25T21:21:17Z,true,KAROO,,,
Omar Naidoo,brian.kamau.kar2712@vg-eval.test,CT-002712,254-711-929929,ZA,active,East London,2026-02-04T15:37:25Z,Y,KAROO,,,
Omar Naidoo,layla.dlamini.kar12092@vg-eval.test,CT-012092,254-722-308388,ZA,active,East London,2026-03-27T08:49:44Z,true,KAROO,,,
Nancy Pretorius,layla.kamau.kar11154@vg-eval.test,CT-011154,025702493880,ZA,unsubscribed,Bloemfontein,2026-02-23T03:36:15Z,0,KAROO,,,
Joan Barasa,michael.tazi.kar11658@vg-eval.test,CT-011658,025703108002,ZA,active,Pretoria,2026-03-31T23:42:43Z,false,KAROO,,,
Kevin Haddad,sipho.kamau.kar8398@vg-eval.test,CT-008398,025729850291,ZA,active,East London,2026-01-28T11:10:41Z,Y,KAROO,,,
Karim Otieno,amina.kimani.kar3400@vg-eval.test,CT-003400,254-730-188943,ZA,active,Bloemfontein,2026-03-10T07:20:40Z,f,KAROO,,,
Esther Tazi,zanele.achieng.kil15872@vg-eval.test,CT-011827,+254 736 408 833,ZA,active,Durban,2026-04-14T05:29:30Z,no,KAROO,,,
Amina Zahra,diana.mwangi.kar8602@vg-eval.test,CT-008602,025721563657,ZA,active,Johannesburg,2026-02-06T02:28:23Z,TRUE,KAROO,,,
Karim Kimani,nomsa.mutua.kar5109@vg-eval.test,CT-005109,0735378086,ZA,active,Gqeberha,2026-02-15T05:42:17Z,no,KAROO,,,
James Achieng,kevin.elidrissi.kar8808@vg-eval.test,CT-008808,254-737-933038,ZA,active,Bloemfontein,2026-01-06T17:11:03Z,false,KAROO,,,
Lerato Pretorius,michael.naidoo.kar9590@vg-eval.test,CT-009590,025732499797,ZA,bounced,Cape Town,2026-03-28T04:30:43Z,false,KAROO,,,
Peter Berrada,pieter.otieno.kar4912@vg-eval.test,CT-004912,254-709-334560,ZA,active,East London,2026-01-30T19:54:35Z,TRUE,KAROO,,,
Grace Kimani,john.dlamini.kar908@vg-eval.test,CT-000908,254-721-100204,ZA,active,Johannesburg,2026-03-01T18:18:00Z,false,KAROO,,,
Yassine Mwangi,joan.bennani.kar9994@vg-eval.test,CT-009994,025701860890,ZA,active,East London,2026-02-24T09:47:31Z,TRUE,KAROO,,,
Johan Berrada,fatima.naidoo.kar373@vg-eval.test,CT-000373,0730495779,ZA,active,Polokwane,2026-02-03T18:33:51Z,yes,KAROO,,,
Johan Odhiambo,victor.kamau.kar6009@vg-eval.test,CT-006009,0722858544,ZA,active,Polokwane,2026-02-04T23:18:36Z,0,KAROO,,,
Michael Odhiambo,caroline.njenga.kar5393@vg-eval.test,CT-005393,0737100065,ZA,active,Bloemfontein,2026-01-27T22:50:17Z,false,KAROO,,,
Lerato Dlamini,james.haddad.kil52793@vg-eval.test,CT-006799,+254 704 895 552,ZA,active,Polokwane,2026-01-05T15:27:54Z,Y,KAROO,,,
Amina Barasa,victor.wanjiru.kil73258@vg-eval.test,CT-008103,+254 737 330 858,ZA,active,Pretoria,2026-01-13T02:40:33Z,1,KAROO,,,
Faith Mwangi,kevin.njenga.kar6787@vg-eval.test,CT-006787,+254 709 380 472,ZA,active,East London,2026-03-29T20:43:06Z,1,KAROO,,,
Alice Vermeulen,leak.kil.53@vg-eval.test,CT-900053,025733767631,KE,active,Nairobi,2026-03-13T03:08:35Z,true,KILELE,,,
Rachid Odhiambo,grace.haddad.kar4888@vg-eval.test,CT-004888,254-703-582251,ZA,active,Gqeberha,2026-03-18T21:31:52Z,1,KAROO,,,
Joan Kamau,layla.benali.kar10266@vg-eval.test,CT-010266,025718674737,ZA,active,Cape Town,2026-03-23T21:43:35Z,FALSE,KAROO,,,
Paul Benali,john.naidoo.kil22235@vg-eval.test,CT-010889,0725355974,ZA,active,Gqeberha,2026-04-05T12:52:18Z,FALSE,KAROO,,,
Simon Wafula,karim.odhiambo.kar110@vg-eval.test,CT-000110,025737360419,ZA,active,Gqeberha,2026-03-04T10:02:51Z,1,KAROO,,,
Isaac Mutua,michael.achieng.kar11877@vg-eval.test,CT-011877,0726746232,ZA,active,Polokwane,2026-01-28T10:03:13Z,Y,KAROO,,,
Mercy Benali,paul.haddad.kar2146@vg-eval.test,CT-002146,025710616058,ZA,active,Gqeberha,2026-03-15T04:36:16Z,Y,KAROO,,,
George Nkosi,dennis.dlamini.kar702@vg-eval.test,CT-000702,025732307683,ZA,active,Pretoria,2026-04-15T21:29:30Z,0,KAROO,,,
Fatima Otieno,alice.pretorius.kar39@vg-eval.test,CT-000039,+254 703 723 238,ZA,active,Johannesburg,2026-02-17T13:54:13Z,FALSE,KAROO,,,
Johan Nkosi,rose.dlamini.kar9072@vg-eval.test,CT-009072,254-703-772138,ZA,active,Bloemfontein,2026-01-13T00:45:11Z,false,KAROO,,,
Karim Odhiambo,yassine.vermeulen.kar10474@vg-eval.test,CT-010474,025726890664,ZA,active,Johannesburg,2026-02-20T04:13:50Z,true,KAROO,,,
Ann Naidoo,omar.mokoena.kar12388@vg-eval.test,CT-012388,254-716-227109,ZA,bounced,Bloemfontein,2026-03-18T20:35:01Z,false,KAROO,,,
Samuel Dlamini,omar.wanjiru.kar8438@vg-eval.test,CT-008438,025711368185,ZA,bounced,Polokwane,2026-04-08T18:59:07Z,TRUE,KAROO,,,
Amina Odhiambo,john.nkosi.kar11020@vg-eval.test,CT-011020,254-728-274425,ZA,unsubscribed,Pretoria,2026-04-17T15:26:06Z,false,KAROO,,,
Nomsa Dlamini,caroline.kiptoo.kar9743@vg-eval.test,CT-009743,+254 714 761 324,ZA,active,Bloemfontein,2026-03-04T02:59:41Z,f,KAROO,,,
George Mutua,peter.kimani.kar11856@vg-eval.test,CT-011856,254-718-255724,ZA,active,Gqeberha,2026-04-11T00:53:51Z,Y,KAROO,,,
Diana Benali,george.wanjiru.kar12248@vg-eval.test,CT-012248,254-723-176831,ZA,active,Johannesburg,2026-01-06T00:00:38Z,0,KAROO,,,
CT-972515,Nomsa Haddad,z2424@vg-eval.test,0712000000,ZZ,City,2026-02-01,active,true
Joan Njoroge,fatima.kamau.kar1190@vg-eval.test,CT-001190,025736822520,ZA,active,Johannesburg,2026-03-03T10:40:14Z,true,KAROO,,,
Paul Wanjiru,salma.okoth.kar10968@vg-eval.test,CT-010968,254-732-681869,ZA,active,Polokwane,2026-04-06T14:12:25Z,FALSE,KAROO,,,
Dennis Pretorius,johan.berrada.kar8088@vg-eval.test,CT-008088,254-728-074886,ZA,active,East London,2026-02-14T20:22:50Z,FALSE,KAROO,,,
Brian Naidoo,daniel.nkosi.kar1084@vg-eval.test,CT-001084,254-728-570577,ZA,active,Johannesburg,2026-03-31T07:24:07Z,true,KAROO,,,
Nomsa Fassi,fatima.mutua.kar1391@vg-eval.test,CT-001391,+254 734 097 919,ZA,active,Cape Town,2026-01-19T01:34:15Z,FALSE,KAROO,,,
Isaac Mokoena,daniel.wafula.kar1025@vg-eval.test,CT-001025,0701507023,ZA,active,Durban,2026-03-20T20:04:57Z,1,KAROO,,,
Sarah Odhiambo,ruth.kamau.kar172@vg-eval.test,CT-000172,254-734-061554,ZA,active,East London,2026-04-02T02:00:15Z,FALSE,KAROO,,,
Kevin Naidoo,isaac.barasa.kar4967@vg-eval.test,CT-004967,+254 739 277 724,ZA,unsubscribed,Gqeberha,2026-01-04T14:33:28Z,0,KAROO,,,
George Njenga,diana.dlamini.kar1713@vg-eval.test,CT-001713,0731960984,ZA,active,Polokwane,2026-02-11T06:49:54Z,no,KAROO,,,
Paul Vermeulen,yassine.haddad.kar2283@vg-eval.test,CT-002283,+254 700 168 663,ZA,active,Cape Town,2026-01-03T14:48:31Z,yes,KAROO,,,
Victor Wanjiru,lerato.mutua.kar4819@vg-eval.test,CT-004819,+254 720 128 216,ZA,active,East London,2026-02-20T22:00:39Z,yes,KAROO,,,
Pieter Mokoena,peter.achieng.kar7514@vg-eval.test,CT-007514,025738748543,ZA,active,East London,2026-01-05T16:19:34Z,yes,KAROO,,,
Lucy Haddad,layla.pretorius.kar8138@vg-eval.test,CT-008138,025720082267,ZA,active,Bloemfontein,2026-02-26T17:59:20Z,true,KAROO,,,
Isaac Pretorius,ruth.nkosi.kar8077@vg-eval.test,CT-008077,0710596031,ZA,active,Gqeberha,2026-02-21T08:35:00Z,f,KAROO,,,
Salma Mwangi,salma.njenga.kar11096@vg-eval.test,CT-011096,254-738-400269,ZA,active,Bloemfontein,2026-03-31T19:42:48Z,TRUE,KAROO,,,
Lerato Otieno,victor.kimani.kar5383@vg-eval.test,CT-005383,+254 701 288 616,ZA,active,Polokwane,2026-04-05T13:55:37Z,false,KAROO,,,
Sipho Wafula,samuel.otieno.kar25@vg-eval.test,CT-000025,0719583565,ZA,active,Pretoria,2026-03-02T13:03:35Z,1,KAROO,,,
Victor Benali,karim.mokoena.kar2338@vg-eval.test,CT-002338,025728370694,ZA,unsubscribed,Gqeberha,2026-01-04T00:41:58Z,yes,KAROO,,,
Simon Alaoui,yassine.odhiambo.kar5150@vg-eval.test,CT-005150,025711278635,ZA,active,Polokwane,2026-04-03T23:04:04Z,TRUE,KAROO,,,
Simon Berrada,esther.elidrissi.kar9263@vg-eval.test,CT-009263,+254 729 183 380,ZA,bounced,Gqeberha,2026-02-23T11:41:53Z,FALSE,KAROO,,,
Victor Naidoo,john.tazi.kar2534@vg-eval.test,CT-002534,025717148803,ZA,active,Pretoria,2026-01-08T05:38:33Z,no,KAROO,,,
Caroline Bennani,lerato.elidrissi.kar5716@vg-eval.test,CT-005716,254-707-744439,ZA,active,Johannesburg,2026-01-20T04:31:41Z,Y,KAROO,,,
Omar Bennani,faith.cheruiyot.kar2598@vg-eval.test,CT-002598,025727415365,ZA,active,Gqeberha,2026-02-05T20:20:03Z,0,KAROO,,,
Amina Achieng,sarah.nkosi.kar862@vg-eval.test,CT-000862,025703085649,ZA,active,Polokwane,2026-03-24T16:41:23Z,f,KAROO,,,
Amina Barasa,mary.kiptoo.kar8145@vg-eval.test,CT-008145,0725328999,ZA,active,Bloemfontein,2026-04-14T08:12:06Z,true,KAROO,,,
Karim Tazi,rachid.kamau.kar727@vg-eval.test,CT-000727,+254 736 439 249,ZA,active,Durban,2026-02-07T18:29:11Z,no,KAROO,,,
Lerato Achieng,paul.vermeulen.kar7962@vg-eval.test,CT-007962,025736539383,ZA,unsubscribed,Cape Town,2026-03-07T03:37:42Z,f,KAROO,,,
Kevin Kiptoo,lerato.fassi.kar6276@vg-eval.test,CT-006276,254-708-880074,ZA,active,East London,2026-02-05T21:24:57Z,TRUE,KAROO,,,
Lerato Vermeulen,david.tazi.kar6713@vg-eval.test,CT-006713,0725428735,ZA,active,Johannesburg,2026-04-12T01:22:15Z,f,KAROO,,,
Omar Wafula,salma.njenga.kar10566@vg-eval.test,CT-010566,025721099630,ZA,active,Johannesburg,2026-03-19T21:00:36Z,FALSE,KAROO,,,
Faith Elidrissi,layla.nkosi.kar9509@vg-eval.test,CT-009509,0714001078,ZA,active,Polokwane,2026-03-15T21:11:37Z,f,KAROO,,,
Brian Zahra,david.mutua.kar10310@vg-eval.test,CT-010310,025726195011,ZA,active,East London,2026-01-17T04:03:05Z,true,KAROO,,,
James Kiptoo,isaac.fassi.kar2215@vg-eval.test,CT-002215,+254 736 513 409,ZA,unsubscribed,Gqeberha,2026-01-14T09:01:09Z,Y,KAROO,,,
Mercy Benali,mary.bennani.kar7440@vg-eval.test,CT-007440,254-737-901044,ZA,active,Cape Town,2026-01-23T17:19:17Z,0,KAROO,,,
Samuel Fassi,brian.vermeulen.kil31646@vg-eval.test,CT-002878,025713217041,ZA,active,Cape Town,2026-02-26T17:51:53Z,yes,KAROO,,,
Mary Berrada,faith.elidrissi.kar1724@vg-eval.test,CT-001724,254-727-356634,ZA,bounced,Polokwane,2026-01-21T07:01:50Z,1,KAROO,,,
Fatima Haddad,joan.benali.kil52956@vg-eval.test,CT-001318,025733282922,ZA,active,Cape Town,2026-01-19T20:23:39Z,Y,KAROO,,,
Sarah Achieng,nancy.berrada.kil4428@vg-eval.test,CT-002697,0731223439,ZA,active,Bloemfontein,2026-03-12T22:21:42Z,TRUE,KAROO,,,
Brian Njoroge,brian.achieng.kar3824@vg-eval.test,CT-003824,254-700-607764,ZA,active,Durban,2026-03-17T19:57:09Z,TRUE,KAROO,,,
Alice Alaoui,james.berrada.kar6774@vg-eval.test,CT-006774,025715851753,ZA,active,Gqeberha,2026-01-19T13:50:55Z,0,KAROO,,,
Amina Pretorius,mary.mutua.kar852@vg-eval.test,CT-000852,254-724-734737,ZA,active,Durban,2026-02-21T11:33:28Z,FALSE,KAROO,,,
Johan Wanjiru,victor.naidoo.kar12125@vg-eval.test,CT-012125,0725308667,ZA,active,Johannesburg,2026-01-17T15:11:25Z,no,KAROO,,,
Nomsa Achieng,salma.odhiambo.kar2255@vg-eval.test,CT-002255,+254 709 031 336,ZA,active,Gqeberha,2026-01-14T13:52:10Z,0,KAROO,,,
David Mwangi,paul.wafula.kar10868@vg-eval.test,CT-010868,254-737-512543,ZA,active,Johannesburg,2026-01-01T00:13:00Z,f,KAROO,,,
Samuel Njoroge,daniel.otieno.kar9404@vg-eval.test,CT-009404,254-737-512777,ZA,active,Durban,2026-03-12T23:49:52Z,no,KAROO,,,
Samuel Mutua,mercy.haddad.kar11067@vg-eval.test,CT-011067,+254 715 658 453,ZA,active,Gqeberha,2026-01-26T14:33:37Z,FALSE,KAROO,,,
Kevin Pretorius,johan.pretorius.kil4963@vg-eval.test,CT-010947,+254 709 443 980,ZA,active,Bloemfontein,2026-03-14T11:37:39Z,f,KAROO,,,
David Zahra,sipho.achieng.kar4852@vg-eval.test,CT-004852,254-709-401327,ZA,active,Bloemfontein,2026-04-16T08:26:02Z,false,KAROO,,,
Diana Pretorius,diana.vermeulen.kar4525@vg-eval.test,CT-004525,0722825855,ZA,active,Johannesburg,2026-04-17T01:37:23Z,TRUE,KAROO,,,
Lucy Mutua,mercy.fassi.kar12171@vg-eval.test,CT-012171,+254 701 445 727,ZA,active,Pretoria,2026-02-19T04:23:29Z,0,KAROO,,,
Esther Otieno,amina.njoroge.kar12350@vg-eval.test,CT-012350,025723441610,ZA,bounced,Cape Town,2026-03-13T02:01:03Z,true,KAROO,,,
Karim Berrada,james.alaoui.kar4932@vg-eval.test,CT-004932,254-726-242005,ZA,active,East London,2026-03-22T18:11:38Z,1,KAROO,,,
Dennis Berrada,sipho.mokoena.kar4169@vg-eval.test,CT-004169,0722217076,ZA,active,Gqeberha,2026-04-10T08:35:18Z,no,KAROO,,,
Alice Nkosi,ruth.njenga.kar8513@vg-eval.test,CT-008513,0716672547,ZA,active,Polokwane,2026-04-01T19:14:29Z,f,KAROO,,,
Joan Wafula,joan.berrada.kar8589@vg-eval.test,CT-008589,0720914088,ZA,active,Pretoria,2026-02-13T19:36:29Z,false,KAROO,,,
Amina Mokoena,john.elidrissi.kar2236@vg-eval.test,CT-002236,254-700-296556,ZA,active,Pretoria,2026-02-09T14:23:26Z,Y,KAROO,,,
George Pretorius,sipho.benali.kar1471@vg-eval.test,CT-001471,+254 721 236 988,ZA,active,Pretoria,2026-01-07T20:21:25Z,1,KAROO,,,
Johan Tazi,johan.dlamini.kar8464@vg-eval.test,CT-008464,254-737-009729,ZA,active,Polokwane,2026-04-08T09:43:43Z,Y,KAROO,,,
Daniel Kamau,salma.vermeulen.kar8913@vg-eval.test,CT-008913,0707388794,ZA,active,Bloemfontein,2026-02-15T01:14:42Z,true,KAROO,,,
Yassine Pretorius,lerato.achieng.kar2874@vg-eval.test,CT-002874,025713080323,ZA,active,Durban,2026-03-13T16:06:26Z,TRUE,KAROO,,,
Sipho Zahra,faith.nkosi.kar8080@vg-eval.test,CT-008080,254-704-725358,ZA,active,Johannesburg,2026-01-11T11:39:49Z,f,KAROO,,,
Lerato Barasa,mary.mwangi.kar4899@vg-eval.test,CT-004899,+254 721 330 749,ZA,active,Gqeberha,2026-01-04T21:34:46Z,no,KAROO,,,
Grace Mokoena,joan.naidoo.kil63957@vg-eval.test,CT-010079,+254 716 890 535,ZA,active,Durban,2026-01-15T12:36:33Z,TRUE,KAROO,,,
Paul Mwangi,yassine.benali.kar6384@vg-eval.test,CT-006384,254-729-707909,ZA,active,Johannesburg,2026-01-03T02:02:40Z,yes,KAROO,,,
Michael Achieng,faith.bennani.kar5261@vg-eval.test,CT-005261,0736567815,ZA,active,Durban,2026-03-27T17:04:39Z,1,KAROO,,,
Yassine Cheruiyot,samuel.dlamini.kil27243@vg-eval.test,CT-008312,254-706-499812,ZA,active,East London,2026-04-03T10:38:11Z,1,KAROO,,,
James Naidoo,peter.dlamini.kil55116@vg-eval.test,CT-004632,254-725-720162,ZA,active,Pretoria,2026-04-02T08:05:38Z,1,KAROO,,,
Mercy Cheruiyot,simon.odhiambo.kar5257@vg-eval.test,CT-005257,0737627047,ZA,active,Gqeberha,2026-03-04T03:14:32Z,FALSE,KAROO,,,
Isaac Nkosi,nomsa.okoth.kar10490@vg-eval.test,CT-010490,025729991952,ZA,active,Durban,2026-01-11T07:16:43Z,0,KAROO,,,
Yassine Vermeulen,ruth.tazi.kar10153@vg-eval.test,CT-010153,0727707870,ZA,active,Durban,2026-03-26T02:29:06Z,f,KAROO,,,
Grace Mwangi,zanele.mutua.kar11629@vg-eval.test,CT-011629,0705074628,ZA,active,Polokwane,2026-03-17T14:56:03Z,Y,KAROO,,,
Mercy Otieno,thandi.cheruiyot.kar2951@vg-eval.test,CT-002951,+254 708 705 714,ZA,active,Bloemfontein,2026-03-14T22:38:12Z,no,KAROO,,,
Pieter Haddad,karim.otieno.kar1337@vg-eval.test,CT-001337,0731562161,ZA,active,Durban,2026-01-07T16:39:25Z,yes,KAROO,,,
Esther Njoroge,pieter.mutua.kar5542@vg-eval.test,CT-005542,025727708356,ZA,active,Durban,2026-04-13T01:57:38Z,yes,KAROO,,,
Omar Elidrissi,mercy.alaoui.kar7243@vg-eval.test,CT-007243,+254 735 378 161,ZA,active,Durban,2026-03-17T01:54:44Z,1,KAROO,,,
Peter Wafula,salma.dlamini.kar10716@vg-eval.test,CT-010716,254-736-930954,ZA,active,Bloemfontein,2026-04-17T14:07:50Z,yes,KAROO,,,
Victor Naidoo,john.tazi.kar2534@vg-eval.test,CT-002534,025717148803,ZA,active,Pretoria,2026-01-08T05:38:33Z,no,KAROO,,,
Sipho Odhiambo,grace.dlamini.kar5009@vg-eval.test,CT-005009,0701223349,ZA,active,Bloemfontein,2026-01-24T18:37:09Z,no,KAROO,,,
Dennis Wafula,dennis.benali.kar9047@vg-eval.test,CT-009047,+254 735 017 759,ZA,active,Pretoria,2026-03-15T18:58:38Z,no,KAROO,,,
Sipho Kimani,paul.alaoui.kil33383@vg-eval.test,CT-007897,0724771349,ZA,active,Bloemfontein,2026-03-01T14:44:12Z,TRUE,KAROO,,,
Fatima Barasa,mercy.cheruiyot.kar180@vg-eval.test,CT-000180,254-704-943921,ZA,active,Pretoria,2026-01-22T21:17:18Z,false,KAROO,,,
James Benali,lucy.elidrissi.kar8921@vg-eval.test,CT-008921,0716686040,ZA,unsubscribed,Durban,2026-03-10T14:13:43Z,true,KAROO,,,
Ruth Zahra,nomsa.mwangi.kar6211@vg-eval.test,CT-006211,+254 738 998 628,ZA,active,Polokwane,2026-01-05T23:11:22Z,TRUE,KAROO,,,
Joan Wanjiru,lerato.zahra.kar292@vg-eval.test,CT-000292,254-738-125556,ZA,active,Pretoria,2026-04-05T08:14:38Z,0,KAROO,,,
James Dlamini,pieter.odhiambo.kar2468@vg-eval.test,CT-002468,254-729-439935,ZA,active,Durban,2026-01-22T11:55:49Z,no,KAROO,,,
Zanele Mwangi,diana.mutua.kil45296@vg-eval.test,CT-004226,025723801603,ZA,active,Polokwane,2026-02-05T00:52:12Z,0,KAROO,,,
Omar Vermeulen,victor.zahra.kar8422@vg-eval.test,CT-008422,025738622615,ZA,active,Johannesburg,2026-03-22T07:35:50Z,1,KAROO,,,
Johan Kiptoo,amina.kiptoo.kar3830@vg-eval.test,CT-003830,025718955530,ZA,active,Bloemfontein,2026-03-31T17:24:03Z,no,KAROO,,,
Dennis Okoth,george.tazi.kar3429@vg-eval.test,CT-003429,0722346895,ZA,bounced,Cape Town,2026-02-03T02:38:13Z,f,KAROO,,,
Michael Benali,faith.nkosi.kar5180@vg-eval.test,CT-005180,254-708-719321,ZA,active,Pretoria,2026-04-12T09:04:17Z,TRUE,KAROO,,,
